시설명,장비명,설치위치,측정상태,방식전위,방식전류,AC유입,배터리,온도,습도,통신상태,최근 갱신일시
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,035.3mV",2mA,321.0mV,"3,543.3mV",16.7℃,5.5%,정상,2026-03-30 23:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,033.4mV",2mA,320.9mV,"3,543.2mV",16.8℃,5.6%,정상,2026-03-30 23:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,031.8mV",2mA,320.9mV,"3,543.2mV",16.9℃,5.5%,정상,2026-03-30 23:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,030.6mV",2mA,320.3mV,"3,543.2mV",17.1℃,5.5%,정상,2026-03-30 23:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,028.5mV",2mA,319.4mV,"3,543.1mV",17.3℃,5.5%,정상,2026-03-30 23:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,026.4mV",2mA,320.7mV,"3,543.1mV",17.3℃,5.6%,정상,2026-03-30 23:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,025.4mV",2mA,320.9mV,"3,543.0mV",17.4℃,5.6%,정상,2026-03-31 00:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,022.9mV",2mA,319.4mV,"3,542.9mV",17.6℃,5.5%,정상,2026-03-31 00:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,021.6mV",2mA,320.1mV,"3,542.9mV",17.5℃,5.4%,정상,2026-03-31 00:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,018.9mV",2mA,319.6mV,"3,542.8mV",17.6℃,5.5%,정상,2026-03-31 00:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,016.9mV",2mA,320.7mV,"3,542.8mV",17.7℃,5.5%,정상,2026-03-31 00:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,014.8mV",2mA,320.5mV,"3,542.8mV",17.9℃,5.5%,정상,2026-03-31 00:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,013.2mV",2mA,320.7mV,"3,542.7mV",17.9℃,5.6%,정상,2026-03-31 01:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,010.3mV",2mA,319.7mV,"3,542.7mV",18.1℃,5.4%,정상,2026-03-31 01:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,008.8mV",2mA,319.4mV,"3,542.6mV",18.1℃,5.5%,정상,2026-03-31 01:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,006.4mV",2mA,320.5mV,"3,542.6mV",18.0℃,5.4%,정상,2026-03-31 01:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,004.2mV",2mA,319.6mV,"3,542.5mV",18.1℃,5.5%,정상,2026-03-31 01:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,002.4mV",2mA,319.9mV,"3,542.4mV",18.2℃,5.5%,정상,2026-03-31 01:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-999.5mV,2mA,319.8mV,"3,542.4mV",18.2℃,5.5%,정상,2026-03-31 02:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-997.9mV,2mA,320.8mV,"3,542.3mV",18.1℃,5.5%,정상,2026-03-31 02:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-995.6mV,2mA,319.2mV,"3,542.3mV",18.1℃,5.5%,정상,2026-03-31 02:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-993.7mV,2mA,320.7mV,"3,542.2mV",18.0℃,5.6%,정상,2026-03-31 02:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-991.2mV,2mA,320.9mV,"3,542.2mV",18.0℃,5.5%,정상,2026-03-31 02:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-989.1mV,2mA,319.5mV,"3,542.2mV",17.9℃,5.6%,정상,2026-03-31 02:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-987.3mV,2mA,319.8mV,"3,542.1mV",18.0℃,5.5%,정상,2026-03-31 03:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-984.7mV,2mA,319.0mV,"3,542.1mV",17.9℃,5.6%,정상,2026-03-31 03:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-982.8mV,2mA,320.7mV,"3,542.0mV",17.8℃,5.4%,정상,2026-03-31 03:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-980.8mV,2mA,320.1mV,"3,541.9mV",17.7℃,5.6%,정상,2026-03-31 03:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-979.0mV,2mA,319.6mV,"3,541.9mV",17.6℃,5.6%,정상,2026-03-31 03:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-976.6mV,2mA,319.8mV,"3,541.8mV",17.4℃,5.5%,정상,2026-03-31 03:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-975.3mV,2mA,320.4mV,"3,541.8mV",17.5℃,5.5%,정상,2026-03-31 04:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-972.7mV,2mA,319.5mV,"3,541.8mV",17.2℃,5.5%,정상,2026-03-31 04:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-971.1mV,2mA,320.4mV,"3,541.7mV",17.1℃,5.5%,정상,2026-03-31 04:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-969.3mV,2mA,320.1mV,"3,541.7mV",17.0℃,5.6%,정상,2026-03-31 04:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-967.6mV,2mA,320.5mV,"3,541.6mV",16.9℃,5.5%,정상,2026-03-31 04:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-966.2mV,2mA,320.5mV,"3,541.6mV",16.9℃,5.5%,정상,2026-03-31 04:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-965.1mV,2mA,320.3mV,"3,541.5mV",16.7℃,5.6%,정상,2026-03-31 05:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-963.5mV,2mA,320.5mV,"3,541.4mV",16.4℃,5.5%,정상,2026-03-31 05:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-961.4mV,2mA,320.4mV,"3,541.4mV",16.2℃,5.5%,정상,2026-03-31 05:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-960.6mV,2mA,320.7mV,"3,541.3mV",16.2℃,5.5%,정상,2026-03-31 05:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-958.7mV,2mA,321.0mV,"3,541.3mV",15.9℃,5.4%,정상,2026-03-31 05:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-957.4mV,2mA,319.2mV,"3,541.2mV",15.7℃,5.5%,정상,2026-03-31 05:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-956.2mV,2mA,319.9mV,"3,541.2mV",15.5℃,5.5%,정상,2026-03-31 06:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-955.3mV,2mA,319.1mV,"3,541.2mV",15.4℃,5.6%,정상,2026-03-31 06:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-954.4mV,2mA,319.0mV,"3,541.1mV",15.3℃,5.5%,정상,2026-03-31 06:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-953.6mV,2mA,319.2mV,"3,541.1mV",15.1℃,5.4%,정상,2026-03-31 06:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-953.0mV,2mA,320.5mV,"3,541.0mV",14.8℃,5.4%,정상,2026-03-31 06:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-951.9mV,2mA,320.1mV,"3,540.9mV",14.7℃,5.4%,정상,2026-03-31 06:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-951.6mV,2mA,319.4mV,"3,540.9mV",14.5℃,5.5%,정상,2026-03-31 07:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-951.0mV,2mA,320.7mV,"3,540.8mV",14.1℃,5.5%,정상,2026-03-31 07:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.9mV,2mA,319.5mV,"3,540.8mV",14.0℃,5.5%,정상,2026-03-31 07:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.0mV,2mA,319.1mV,"3,540.8mV",13.7℃,5.5%,정상,2026-03-31 07:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.1mV,2mA,319.2mV,"3,540.7mV",13.6℃,5.5%,정상,2026-03-31 07:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.4mV,2mA,320.6mV,"3,540.7mV",13.3℃,5.6%,정상,2026-03-31 07:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-949.9mV,2mA,320.9mV,"3,540.6mV",13.1℃,5.5%,정상,2026-03-31 08:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-949.7mV,2mA,319.2mV,"3,540.6mV",12.8℃,5.6%,정상,2026-03-31 08:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.6mV,2mA,320.1mV,"3,540.5mV",12.7℃,5.5%,정상,2026-03-31 08:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.8mV,2mA,319.8mV,"3,540.4mV",12.5℃,5.4%,정상,2026-03-31 08:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.8mV,2mA,320.1mV,"3,540.4mV",12.2℃,5.6%,정상,2026-03-31 08:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.9mV,2mA,319.9mV,"3,540.3mV",12.0℃,5.6%,정상,2026-03-31 08:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-951.9mV,2mA,320.4mV,"3,540.3mV",11.8℃,5.6%,정상,2026-03-31 09:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-952.7mV,2mA,319.4mV,"3,540.2mV",11.5℃,5.4%,정상,2026-03-31 09:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-953.0mV,2mA,319.5mV,"3,540.2mV",11.4℃,5.5%,정상,2026-03-31 09:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-953.8mV,2mA,320.5mV,"3,540.2mV",11.2℃,5.4%,정상,2026-03-31 09:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-954.3mV,2mA,319.6mV,"3,540.1mV",11.0℃,5.6%,정상,2026-03-31 09:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-956.1mV,2mA,319.9mV,"3,540.1mV",10.8℃,5.6%,정상,2026-03-31 09:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-500.0mV,2mA,320.3mV,"3,540.0mV",10.6℃,5.4%,정상,2026-03-31 10:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-500.0mV,2mA,319.5mV,"3,539.9mV",10.4℃,5.6%,정상,2026-03-31 10:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-500.0mV,2mA,319.2mV,"3,539.9mV",10.3℃,5.4%,정상,2026-03-31 10:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-500.0mV,2mA,319.7mV,"3,539.8mV",10.1℃,5.6%,정상,2026-03-31 10:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-500.0mV,2mA,320.0mV,"3,539.8mV",9.9℃,5.4%,정상,2026-03-31 10:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-500.0mV,2mA,319.3mV,"3,539.8mV",9.8℃,5.4%,정상,2026-03-31 10:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-964.4mV,2mA,321.0mV,"3,539.7mV",9.5℃,5.4%,정상,2026-03-31 11:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-966.2mV,2mA,320.4mV,"3,539.7mV",9.4℃,5.5%,정상,2026-03-31 11:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-967.6mV,2mA,319.2mV,"3,539.6mV",9.3℃,5.4%,정상,2026-03-31 11:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-969.5mV,2mA,319.7mV,"3,539.6mV",9.1℃,5.6%,정상,2026-03-31 11:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-971.8mV,2mA,319.7mV,"3,539.5mV",9.0℃,5.6%,정상,2026-03-31 11:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-973.2mV,2mA,320.3mV,"3,539.4mV",8.9℃,5.4%,정상,2026-03-31 11:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-975.0mV,2mA,319.9mV,"3,539.4mV",8.8℃,5.5%,정상,2026-03-31 12:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-976.9mV,2mA,319.3mV,"3,539.3mV",8.7℃,5.5%,정상,2026-03-31 12:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-979.0mV,2mA,319.0mV,"3,539.3mV",8.5℃,5.6%,정상,2026-03-31 12:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-981.4mV,2mA,319.1mV,"3,539.2mV",8.5℃,5.5%,정상,2026-03-31 12:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-982.7mV,2mA,320.9mV,"3,539.2mV",8.3℃,5.5%,정상,2026-03-31 12:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-984.5mV,2mA,319.5mV,"3,539.2mV",8.4℃,5.5%,정상,2026-03-31 12:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-987.1mV,2mA,320.4mV,"3,539.1mV",8.3℃,5.5%,정상,2026-03-31 13:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-989.4mV,2mA,319.2mV,"3,539.1mV",8.1℃,5.5%,정상,2026-03-31 13:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-991.0mV,2mA,320.8mV,"3,539.0mV",8.2℃,5.5%,정상,2026-03-31 13:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-993.5mV,2mA,320.9mV,"3,538.9mV",8.1℃,5.5%,정상,2026-03-31 13:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-995.7mV,2mA,319.1mV,"3,538.9mV",8.1℃,5.5%,정상,2026-03-31 13:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-997.7mV,2mA,320.6mV,"3,538.8mV",8.2℃,5.5%,정상,2026-03-31 13:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-999.5mV,2mA,320.4mV,"3,538.8mV",8.1℃,5.5%,정상,2026-03-31 14:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,002.3mV",2mA,319.1mV,"3,538.8mV",8.1℃,5.5%,정상,2026-03-31 14:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,004.8mV",2mA,319.6mV,"3,538.7mV",8.2℃,5.4%,정상,2026-03-31 14:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,006.7mV",2mA,319.5mV,"3,538.7mV",8.1℃,5.5%,정상,2026-03-31 14:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,008.8mV",2mA,320.7mV,"3,538.6mV",8.1℃,5.5%,정상,2026-03-31 14:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,010.7mV",2mA,319.9mV,"3,538.6mV",8.2℃,5.5%,정상,2026-03-31 14:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,013.3mV",2mA,319.2mV,"3,538.5mV",8.2℃,5.6%,정상,2026-03-31 15:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,014.8mV",2mA,320.2mV,"3,538.4mV",8.3℃,5.6%,정상,2026-03-31 15:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,017.5mV",2mA,319.5mV,"3,538.4mV",8.4℃,5.4%,정상,2026-03-31 15:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,018.8mV",2mA,319.5mV,"3,538.3mV",8.5℃,5.6%,정상,2026-03-31 15:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,021.5mV",2mA,319.9mV,"3,538.3mV",8.5℃,5.6%,정상,2026-03-31 15:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,023.5mV",2mA,320.2mV,"3,538.2mV",8.6℃,5.4%,정상,2026-03-31 15:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,024.9mV",2mA,320.7mV,"3,538.2mV",8.9℃,5.4%,정상,2026-03-31 16:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,027.3mV",2mA,320.7mV,"3,538.2mV",8.9℃,5.5%,정상,2026-03-31 16:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,028.7mV",2mA,320.4mV,"3,538.1mV",9.0℃,5.6%,정상,2026-03-31 16:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,030.1mV",2mA,319.2mV,"3,538.1mV",9.2℃,5.5%,정상,2026-03-31 16:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,032.1mV",2mA,320.3mV,"3,538.0mV",9.2℃,5.5%,정상,2026-03-31 16:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,033.5mV",2mA,319.5mV,"3,537.9mV",9.4℃,5.5%,정상,2026-03-31 16:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,035.1mV",2mA,320.2mV,"3,537.9mV",9.5℃,5.4%,정상,2026-03-31 17:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,037.3mV",2mA,319.8mV,"3,537.8mV",9.7℃,5.6%,정상,2026-03-31 17:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,038.2mV",2mA,319.7mV,"3,537.8mV",9.8℃,5.5%,정상,2026-03-31 17:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,039.5mV",2mA,320.0mV,"3,537.8mV",10.1℃,5.4%,정상,2026-03-31 17:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,041.1mV",2mA,320.7mV,"3,537.7mV",10.2℃,5.5%,정상,2026-03-31 17:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,041.8mV",2mA,319.9mV,"3,537.7mV",10.4℃,5.6%,정상,2026-03-31 17:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,043.7mV",2mA,320.5mV,"3,537.6mV",10.5℃,5.4%,정상,2026-03-31 18:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,044.4mV",2mA,320.2mV,"3,537.6mV",10.8℃,5.5%,정상,2026-03-31 18:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,045.5mV",2mA,320.0mV,"3,537.5mV",10.9℃,5.5%,정상,2026-03-31 18:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,046.3mV",2mA,320.5mV,"3,537.4mV",11.1℃,5.6%,정상,2026-03-31 18:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,046.9mV",2mA,320.9mV,"3,537.4mV",11.5℃,5.5%,정상,2026-03-31 18:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,047.4mV",2mA,319.4mV,"3,537.3mV",11.5℃,5.5%,정상,2026-03-31 18:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,048.0mV",2mA,319.4mV,"3,537.3mV",11.7℃,5.5%,정상,2026-03-31 19:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.0mV",2mA,320.6mV,"3,537.2mV",12.0℃,5.6%,정상,2026-03-31 19:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.2mV",2mA,319.5mV,"3,537.2mV",12.3℃,5.5%,정상,2026-03-31 19:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.7mV",2mA,319.9mV,"3,537.2mV",12.4℃,5.5%,정상,2026-03-31 19:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,050.1mV",2mA,320.6mV,"3,537.1mV",12.7℃,5.5%,정상,2026-03-31 19:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.5mV",2mA,319.8mV,"3,537.1mV",12.9℃,5.5%,정상,2026-03-31 19:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.8mV",2mA,320.8mV,"3,537.0mV",13.1℃,5.5%,정상,2026-03-31 20:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.6mV",2mA,319.3mV,"3,536.9mV",13.3℃,5.5%,정상,2026-03-31 20:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,050.0mV",2mA,319.4mV,"3,536.9mV",13.5℃,5.5%,정상,2026-03-31 20:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.5mV",2mA,319.8mV,"3,536.8mV",13.7℃,5.4%,정상,2026-03-31 20:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.4mV",2mA,320.0mV,"3,536.8mV",13.9℃,5.6%,정상,2026-03-31 20:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,048.8mV",2mA,319.6mV,"3,536.8mV",14.2℃,5.5%,정상,2026-03-31 20:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,048.6mV",2mA,320.0mV,"3,536.7mV",14.3℃,5.6%,정상,2026-03-31 21:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,048.0mV",2mA,321.0mV,"3,536.7mV",14.7℃,5.5%,정상,2026-03-31 21:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,046.9mV",2mA,320.0mV,"3,536.6mV",14.8℃,5.5%,정상,2026-03-31 21:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,046.2mV",2mA,320.8mV,"3,536.6mV",15.1℃,5.5%,정상,2026-03-31 21:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,045.5mV",2mA,319.5mV,"3,536.5mV",15.2℃,5.5%,정상,2026-03-31 21:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,044.5mV",2mA,320.2mV,"3,536.4mV",15.3℃,5.4%,정상,2026-03-31 21:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,043.4mV",2mA,320.7mV,"3,536.4mV",15.6℃,5.6%,정상,2026-03-31 22:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,042.4mV",2mA,319.7mV,"3,536.3mV",15.8℃,5.4%,정상,2026-03-31 22:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,040.5mV",2mA,319.5mV,"3,536.3mV",16.0℃,5.5%,정상,2026-03-31 22:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,039.9mV",2mA,319.6mV,"3,536.2mV",16.1℃,5.4%,정상,2026-03-31 22:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,038.2mV",2mA,320.4mV,"3,536.2mV",16.3℃,5.4%,정상,2026-03-31 22:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,037.3mV",2mA,319.3mV,"3,536.2mV",16.4℃,5.6%,정상,2026-03-31 22:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,035.7mV",2mA,319.4mV,"3,536.1mV",16.6℃,5.5%,정상,2026-03-31 23:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,033.7mV",2mA,319.5mV,"3,536.1mV",16.7℃,5.5%,정상,2026-03-31 23:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,032.3mV",2mA,319.8mV,"3,536.0mV",17.0℃,5.4%,정상,2026-03-31 23:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,030.7mV",2mA,319.7mV,"3,535.9mV",17.1℃,5.6%,정상,2026-03-31 23:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,028.7mV",2mA,319.2mV,"3,535.9mV",17.1℃,5.4%,정상,2026-03-31 23:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,026.8mV",2mA,320.0mV,"3,535.8mV",17.3℃,5.6%,정상,2026-03-31 23:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,024.6mV",2mA,320.4mV,"3,535.8mV",17.5℃,5.5%,정상,2026-04-01 00:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,023.3mV",2mA,319.6mV,"3,535.8mV",17.5℃,5.4%,정상,2026-04-01 00:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,020.6mV",2mA,320.9mV,"3,535.7mV",17.7℃,5.6%,정상,2026-04-01 00:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,018.8mV",2mA,320.9mV,"3,535.7mV",17.7℃,5.5%,정상,2026-04-01 00:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,016.6mV",2mA,320.7mV,"3,535.6mV",17.8℃,5.4%,정상,2026-04-01 00:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,015.2mV",2mA,320.6mV,"3,535.6mV",18.0℃,5.6%,정상,2026-04-01 00:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,013.1mV",2mA,320.6mV,"3,535.5mV",18.0℃,5.5%,정상,2026-04-01 01:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,011.0mV",2mA,319.3mV,"3,535.4mV",17.9℃,5.4%,정상,2026-04-01 01:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,008.3mV",2mA,319.9mV,"3,535.4mV",18.1℃,5.5%,정상,2026-04-01 01:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,006.9mV",2mA,320.3mV,"3,535.3mV",18.1℃,5.5%,정상,2026-04-01 01:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,004.7mV",2mA,319.2mV,"3,535.3mV",18.1℃,5.5%,정상,2026-04-01 01:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,002.1mV",2mA,319.9mV,"3,535.2mV",18.2℃,5.5%,정상,2026-04-01 01:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-999.9mV,2mA,320.4mV,"3,535.2mV",18.2℃,5.6%,정상,2026-04-01 02:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-997.6mV,2mA,319.7mV,"3,535.2mV",18.0℃,5.4%,정상,2026-04-01 02:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-996.1mV,2mA,320.3mV,"3,535.1mV",18.0℃,5.5%,정상,2026-04-01 02:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-993.7mV,2mA,320.1mV,"3,535.1mV",18.1℃,5.5%,정상,2026-04-01 02:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-991.5mV,2mA,320.4mV,"3,535.0mV",18.1℃,5.6%,정상,2026-04-01 02:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-989.4mV,2mA,319.7mV,"3,534.9mV",17.9℃,5.4%,정상,2026-04-01 02:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-987.2mV,2mA,321.0mV,"3,534.9mV",17.9℃,5.5%,정상,2026-04-01 03:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-985.1mV,2mA,320.0mV,"3,534.8mV",17.8℃,5.5%,정상,2026-04-01 03:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-982.5mV,2mA,319.3mV,"3,534.8mV",17.8℃,5.5%,정상,2026-04-01 03:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-980.6mV,2mA,319.6mV,"3,534.8mV",17.7℃,5.4%,정상,2026-04-01 03:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-979.2mV,2mA,320.3mV,"3,534.7mV",17.6℃,5.5%,정상,2026-04-01 03:40:00
